"[(-0.08, -1.04, -0.2), (-0.072, -1.036, -0.2), (-0.08, -1.028, -0.188), (-0.076, -1.032, -0.196), (-0.08, -1.036, -0.192), (-0.072, -1.044, -0.2), (-0.076, -1.036, -0.192), (-0.068, -1.044, -0.192), (-0.072, -1.032, -0.2), (-0.076, -1.032, -0.184), (-0.08, -1.032, -0.196), (-0.072, -1.032, -0.196), (-0.076, -1.04, -0.192), (-0.072, -1.032, -0.204), (-0.072, -1.036, -0.196), (-0.076, -1.032, -0.2), (-0.08, -1.032, -0.2), (-0.072, -1.04, -0.2), (-0.076, -1.04, -0.2), (-0.076, -1.036, -0.204), (-0.076, -1.04, -0.196), (-0.08, -1.032, -0.2), (-0.08, -1.028, -0.192), (-0.084, -1.032, -0.2), (-0.068, -1.036, -0.192), (-0.08, -1.036, -0.204), (-0.072, -1.032, -0.2), (-0.072, -1.036, -0.196), (-0.076, -1.04, -0.192), (-0.076, -1.036, -0.196)]",1
"[(-0.084, -1.032, -0.2), (-0.076, -1.036, -0.2), (-0.08, -1.036, -0.188), (-0.076, -1.044, -0.192), (-0.076, -1.032, -0.188), (-0.08, -1.04, -0.188), (-0.076, -1.032, -0.196), (-0.072, -1.032, -0.2), (-0.08, -1.036, -0.196), (-0.08, -1.036, -0.196), (-0.076, -1.036, -0.2), (-0.08, -1.036, -0.2), (-0.08, -1.04, -0.208), (-0.072, -1.032, -0.204), (-0.072, -1.036, -0.196), (0.168, -1.028, -0.348), (-0.144, -1.176, -0.532), (-0.1, -0.784, 0.1), (-0.04, -1.032, -0.116), (-0.2, -0.904, -0.308), (-0.04, -1.228, -0.316), (0.048, -1.088, -0.196), (-0.184, -0.94, -0.088), (-0.108, -1.068, -0.248), (0.096, -1.14, -0.192), (-0.216, -1.036, -0.296), (-0.068, -0.948, -0.08), (-0.024, -1.076, -0.208), (-0.092, -1.072, -0.248), (-0.112, -0.984, -0.176), (-0.056, -1.06, -0.192), (-0.04, -1.076, -0.22), (-0.112, -1.012, -0.176), (-0.092, -1.024, -0.2), (-0.036, -1.052, -0.216), (-0.084, -1.024, -0.176), (-0.108, -1.032, -0.192), (-0.072, -1.048, -0.228), (-0.068, -1.024, -0.18), (-0.068, -1.052, -0.204), (-0.088, -1.036, -0.204), (-0.088, -1.02, -0.192), (-0.072, -1.048, -0.204), (-0.08, -1.032, -0.192), (-0.072, -1.036, -0.2), (-0.072, -1.04, -0.192), (-0.076, -1.04, -0.188), (-0.076, -1.036, -0.22), (-0.088, -1.028, -0.188), (-0.072, -1.04, -0.192), (-0.084, -1.032, -0.204), (-0.084, -1.032, -0.192), (-0.08, -1.032, -0.2), (-0.08, -1.036, -0.196), (-0.072, -1.032, -0.2), (-0.076, -1.032, -0.196), (-0.076, -1.032, -0.196), (-0.08, -1.032, -0.188), (-0.076, -1.036, -0.196), (-0.08, -1.032, -0.196), (-0.08, -1.028, -0.196), (-0.072, -1.036, -0.192), (-0.076, -1.036, -0.192), (-0.076, -1.036, -0.192), (-0.076, -1.028, -0.204), (-0.072, -1.032, -0.196), (-0.076, -1.032, -0.204), (-0.076, -1.032, -0.196), (-0.072, -1.032, -0.2)]",1
"[(-0.08, -1.028, -0.196), (-0.076, -1.036, -0.196), (-0.076, -1.044, -0.204), (-0.076, -1.04, -0.196), (-0.072, -1.036, -0.2), (-0.08, -1.032, -0.204), (-0.08, -1.032, -0.192), (-0.076, -1.04, -0.196), (-0.08, -1.032, -0.192), (-0.072, -1.036, -0.196), (-0.076, -1.036, -0.2), (-0.076, -1.032, -0.192), (-1.432, -1.044, 0.392), (0.208, -1.152, -0.272), (-0.084, -0.78, 0.212), (-0.032, -1.004, -0.16), (0.132, -1.144, -0.212), (-0.176, -1.04, -0.268), (-0.152, -0.892, -0.12), (-0.132, -1.072, -0.224), (0.02, -1.092, -0.24), (-0.096, -1.008, -0.132), (-0.12, -1.044, -0.216), (-0.1, -1.064, -0.24), (-0.076, -0.996, -0.164), (-0.056, -1.044, -0.196), (-0.068, -1.068, -0.232), (-0.084, -0.996, -0.172), (-0.092, -1.032, -0.208), (-0.064, -1.052, -0.212), (-0.068, -1.024, -0.144), (-0.084, -1.048, -0.2), (-0.08, -1.044, -0.204), (-0.08, -1.02, -0.192), (-0.08, -1.032, -0.208), (-0.076, -1.032, -0.2), (-0.072, -1.032, -0.192), (-0.072, -1.036, -0.216), (-0.076, -1.032, -0.192), (-0.088, -1.044, -0.204), (-0.08, -1.036, -0.196), (-0.072, -1.032, -0.2), (-0.072, -1.032, -0.204), (-0.076, -1.032, -0.188), (-0.072, -1.036, -0.208), (-0.076, -1.036, -0.2), (-0.08, -1.032, -0.2), (-0.068, -1.04, -0.192), (-0.076, -1.036, -0.192), (-0.068, -1.032, -0.204), (-0.084, -1.036, -0.196), (-0.076, -1.036, -0.204), (-0.072, -1.036, -0.196), (-0.072, -1.04, -0.196), (-0.076, -1.032, -0.204), (-0.076, -1.036, -0.204), (-0.076, -1.028, -0.2), (-0.076, -1.036, -0.204), (-0.076, -1.028, -0.196), (-0.068, -1.032, -0.196), (-0.076, -1.04, -0.196), (-0.08, -1.036, -0.2)]",1
"[(-0.084, -1.036, -0.196), (-0.076, -1.032, -0.204), (-0.072, -1.036, -0.204), (-0.08, -1.032, -0.192), (-0.08, -1.04, -0.196), (-0.08, -1.032, -0.2), (-0.088, -1.032, -0.188), (-0.072, -1.036, -0.192), (-0.072, -1.032, -0.2), (-0.072, -1.04, -0.192), (-0.072, -1.036, -0.208), (-0.072, -1.036, -0.18), (-0.688, -0.368, -0.4), (0.568, -1.372, -0.332), (-0.148, -1.108, -0.12), (-0.136, -0.868, -0.048), (-0.132, -1.148, -0.356), (-0.048, -1.12, -0.296), (-0.108, -0.912, -0.04), (0.012, -1.024, -0.116), (-0.036, -1.112, -0.244), (-0.12, -1.028, -0.244), (-0.12, -0.92, -0.104), (-0.068, -1.092, -0.264), (-0.044, -1.06, -0.232), (-0.048, -0.98, -0.116), (-0.096, -1.056, -0.236), (-0.096, -1.048, -0.228), (-0.072, -0.988, -0.168), (-0.052, -1.072, -0.22), (-0.08, -1.024, -0.168), (-0.088, -1.024, -0.18), (-0.08, -1.06, -0.228), (-0.08, -1.024, -0.18), (-0.072, -1.04, -0.204), (-0.076, -1.048, -0.2), (-0.072, -1.032, -0.184), (-0.072, -1.044, -0.22), (-0.08, -1.024, -0.192), (-0.088, -1.036, -0.196), (-0.076, -1.028, -0.192), (-0.072, -1.04, -0.192), (-0.076, -1.04, -0.2), (-0.076, -1.028, -0.2), (-0.072, -1.04, -0.2), (-0.08, -1.024, -0.192), (-0.072, -1.036, -0.2), (-0.076, -1.032, -0.196), (-0.072, -1.036, -0.2), (-0.072, -1.036, -0.192), (-0.08, -1.036, -0.2), (-0.072, -1.04, -0.196), (-0.068, -1.032, -0.2), (-0.076, -1.04, -0.192), (-0.072, -1.04, -0.196), (-0.076, -1.036, -0.196), (-0.072, -1.032, -0.196), (-0.08, -1.028, -0.188), (-0.08, -1.032, -0.204), (-0.08, -1.036, -0.188), (-0.068, -1.048, -0.192), (-0.076, -1.032, -0.196), (-0.08, -1.036, -0.204), (-0.08, -1.032, -0.196), (-0.072, -1.032, -0.204), (-0.076, -1.036, -0.2), (-0.076, -1.032, -0.2)]",1
"[(-0.072, -1.036, -0.204), (-0.076, -1.032, -0.204), (-0.068, -1.036, -0.204), (-0.08, -1.032, -0.188), (-0.076, -1.036, -0.2), (-0.072, -1.032, -0.2), (-0.076, -1.04, -0.2), (-0.076, -1.036, -0.192), (-0.084, -1.032, -0.196), (-0.072, -1.032, -0.2), (-0.072, -1.036, -0.2), (-0.076, -1.032, -0.2), (-0.064, -1.036, -0.2), (-0.076, -1.032, -0.196), (-0.836, -2.048, -0.892), (0.568, -0.496, -0.252), (-0.168, -0.7, -0.164), (-0.832, -1.456, -0.416), (-0.004, -1.112, -0.364), (-0.272, -1.012, -0.228), (-0.088, -1.344, -0.376), (0.132, -1.164, -0.096), (-0.124, -0.928, -0.128), (-0.244, -1.02, -0.264), (-0.084, -1.064, -0.264), (0.032, -1.02, -0.096), (-0.08, -1.064, -0.22), (-0.12, -1.052, -0.244), (-0.08, -1.004, -0.176), (-0.064, -1.06, -0.216), (-0.048, -1.06, -0.192), (-0.056, -1.008, -0.152), (-0.076, -1.056, -0.232), (-0.112, -1.036, -0.208), (-0.092, -1.032, -0.2), (-0.064, -1.052, -0.216), (-0.068, -1.024, -0.184), (-0.072, -1.052, -0.212), (-0.092, -1.032, -0.208), (-0.076, -1.024, -0.196), (-0.064, -1.044, -0.204), (-0.064, -1.032, -0.18), (-0.08, -1.036, -0.2), (-0.08, -1.036, -0.204), (-0.084, -1.036, -0.2), (-0.088, -1.032, -0.212), (-0.076, -1.028, -0.192), (-0.072, -1.04, -0.204), (-0.076, -1.032, -0.196), (-0.08, -1.04, -0.2), (-0.08, -1.032, -0.196), (-0.068, -1.032, -0.204), (-0.076, -1.032, -0.196), (-0.08, -1.036, -0.2), (-0.084, -1.032, -0.2), (-0.08, -1.032, -0.192), (-0.072, -1.04, -0.204), (-0.072, -1.032, -0.192), (-0.076, -1.032, -0.192), (-0.068, -1.036, -0.184), (-0.08, -1.032, -0.2), (-0.084, -1.032, -0.208), (-0.072, -1.036, -0.196), (-0.076, -1.036, -0.204), (-0.076, -1.024, -0.2), (-0.072, -1.036, -0.196), (-0.08, -1.032, -0.192), (-0.076, -1.032, -0.2), (-0.08, -1.032, -0.192)]",1
"[(-0.08, -1.032, -0.204), (-0.076, -1.032, -0.208), (-0.072, -1.036, -0.204), (-0.08, -1.04, -0.188), (-0.076, -1.024, -0.2), (-0.08, -1.036, -0.2), (-0.076, -1.032, -0.196), (-0.08, -1.04, -0.184), (-0.068, -1.036, -0.204), (-0.076, -1.04, -0.204), (-0.084, -1.028, -0.196), (-0.08, -1.032, -0.2), (-0.068, -1.036, -0.204), (-0.076, -1.036, -0.2), (-0.072, -1.036, -0.192), (-0.08, -1.032, -0.204), (-0.08, -1.032, -0.196), (-0.08, -1.028, -0.204), (0.016, -1.44, -0.368), (0.168, -1.248, -0.568), (-0.464, -1.08, -0.144), (0.168, -0.904, -0.088), (-0.032, -0.94, 0.052), (-0.244, -1.136, -0.488), (-0.132, -1.132, -0.308), (-0.14, -0.804, -0.02), (0.068, -1.028, -0.068), (-0.272, -1.012, -0.32), (-0.192, -1.056, -0.316), (-0.028, -0.944, -0.084), (-0.008, -1.056, -0.172), (-0.052, -1.12, -0.26), (-0.14, -0.992, -0.192), (-0.084, -1.02, -0.164), (-0.024, -1.068, -0.204), (-0.064, -1.008, -0.156), (-0.1, -1.048, -0.232), (-0.108, -1.056, -0.244), (-0.088, -0.992, -0.144), (-0.064, -1.052, -0.224), (-0.064, -1.048, -0.22), (-0.072, -1.012, -0.16), (-0.092, -1.052, -0.216), (-0.084, -1.02, -0.18), (-0.084, -1.04, -0.208), (-0.076, -1.044, -0.2), (-0.068, -1.024, -0.176), (-0.08, -1.044, -0.22), (-0.08, -1.028, -0.192), (-0.084, -1.036, -0.208), (-0.08, -1.032, -0.2), (-0.068, -1.032, -0.196), (-0.072, -1.04, -0.208), (-0.08, -1.028, -0.192), (-0.084, -1.032, -0.216), (-0.08, -1.032, -0.196), (-0.08, -1.028, -0.208), (-0.08, -1.028, -0.196), (-0.076, -1.036, -0.204), (-0.076, -1.028, -0.204), (-0.072, -1.036, -0.196), (-0.076, -1.04, -0.192), (-0.076, -1.032, -0.2), (-0.068, -1.028, -0.204), (-0.072, -1.036, -0.196), (-0.068, -1.032, -0.2), (-0.084, -1.04, -0.188), (-0.076, -1.032, -0.2), (-0.076, -1.028, -0.192), (-0.08, -1.032, -0.196), (-0.076, -1.04, -0.204), (-0.072, -1.032, -0.204), (-0.072, -1.036, -0.196), (-0.084, -1.036, -0.204), (-0.076, -1.028, -0.192), (-0.076, -1.036, -0.184), (-0.076, -1.036, -0.196), (-0.08, -1.024, -0.2), (-0.08, -1.032, -0.192)]",1
"[(-0.068, -1.036, -0.18), (-0.076, -1.032, -0.204), (-0.068, -1.044, -0.2), (-0.084, -1.036, -0.188), (-0.076, -1.032, -0.192), (-0.076, -1.032, -0.208), (-0.084, -1.036, -0.192), (-0.072, -1.028, -0.192), (-0.076, -1.036, -0.196), (-0.08, -1.048, -0.184), (-0.072, -1.036, -0.204), (-0.076, -1.036, -0.196), (-0.076, -1.036, -0.196), (-0.072, -1.036, -0.204), (-0.076, -1.036, -0.196), (-0.076, -1.032, -0.204), (-0.072, -1.032, -0.196), (-0.08, -1.04, -0.204), (-1.944, 0.272, -1.152), (0.336, -0.904, 0.012), (-0.06, -1.132, -0.336), (-0.028, -0.856, -0.008), (-0.26, -1.084, -0.344), (-0.104, -1.092, -0.268), (-0.044, -0.924, -0.06), (-0.04, -1.104, -0.212), (-0.064, -1.072, -0.24), (-0.108, -1.024, -0.156), (-0.092, -1.008, -0.14), (0.0, -1.076, -0.236), (-0.084, -1.04, -0.192), (-0.084, -1.004, -0.16), (-0.072, -1.06, -0.228), (-0.096, -1.012, -0.168), (-0.072, -1.032, -0.2), (-0.064, -1.052, -0.212), (-0.068, -1.008, -0.16), (-0.088, -1.064, -0.216), (-0.08, -1.04, -0.208), (-0.076, -1.024, -0.18), (-0.068, -1.044, -0.208), (-0.08, -1.02, -0.184), (-0.076, -1.048, -0.212), (-0.084, -1.032, -0.204), (-0.076, -1.028, -0.22), (-0.08, -1.044, -0.2), (-0.072, -1.028, -0.196), (-0.076, -1.036, -0.2), (-0.072, -1.028, -0.196), (-0.08, -1.04, -0.212), (-0.084, -1.028, -0.196), (-0.088, -1.028, -0.196), (-0.08, -1.036, -0.2), (-0.072, -1.032, -0.208), (-0.084, -1.036, -0.2), (-0.072, -1.036, -0.192), (-0.076, -1.044, -0.196), (-0.072, -1.032, -0.2), (-0.084, -1.032, -0.204), (-0.072, -1.036, -0.196), (-0.072, -1.036, -0.188), (-0.068, -1.044, -0.204), (-0.072, -1.032, -0.196), (-0.068, -1.032, -0.196), (-0.084, -1.036, -0.2), (-0.1, -1.032, -0.188), (-0.08, -1.032, -0.188), (-0.076, -1.032, -0.204), (-0.076, -1.028, -0.2), (-0.068, -1.032, -0.204), (-0.068, -1.044, -0.2), (-0.08, -1.032, -0.196), (-0.08, -1.036, -0.196), (-0.076, -1.036, -0.192), (-0.076, -1.032, -0.196)]",1
"[(-0.068, -1.028, -0.196), (-0.068, -1.036, -0.196), (-0.076, -1.036, -0.2), (-0.08, -1.028, -0.204), (-0.08, -1.028, -0.192), (-0.08, -1.028, -0.2), (-0.08, -1.032, -0.184), (-0.076, -1.032, -0.2), (-0.084, -1.032, -0.192), (-0.072, -1.028, -0.212), (-0.076, -1.036, -0.196), (-0.076, -1.032, -0.192), (-0.656, -0.344, -0.812), (0.456, -1.336, -0.144), (-0.176, -0.988, -0.224), (0.088, -0.768, 0.116), (-0.292, -1.0, -0.264), (-0.06, -1.168, -0.38), (0.02, -1.052, -0.12), (0.004, -0.948, -0.068), (-0.26, -1.048, -0.308), (-0.176, -1.056, -0.308), (0.028, -0.984, -0.072), (-0.104, -1.056, -0.244), (-0.088, -1.072, -0.252), (-0.116, -0.948, -0.132), (-0.088, -1.076, -0.248), (-0.04, -1.056, -0.208), (-0.056, -0.996, -0.136), (-0.064, -1.06, -0.228), (-0.108, -1.016, -0.192), (-0.124, -1.024, -0.228), (-0.06, -1.048, -0.204), (-0.044, -1.016, -0.168), (-0.064, -1.064, -0.212), (-0.1, -1.024, -0.18), (-0.1, -1.044, -0.212), (-0.08, -1.036, -0.196), (-0.056, -1.044, -0.192), (-0.064, -1.044, -0.204), (-0.084, -1.028, -0.184), (-0.092, -1.032, -0.208), (-0.084, -1.028, -0.188), (-0.08, -1.036, -0.208), (-0.08, -1.032, -0.204), (-0.072, -1.04, -0.192), (-0.076, -1.032, -0.2), (-0.088, -1.036, -0.196), (-0.084, -1.036, -0.204), (-0.076, -1.032, -0.204), (-0.068, -1.04, -0.2), (-0.072, -1.028, -0.196), (-0.076, -1.032, -0.204), (-0.068, -1.028, -0.208), (-0.088, -1.032, -0.204), (-0.08, -1.04, -0.184), (-0.072, -1.036, -0.204), (-0.076, -1.032, -0.192), (-0.076, -1.04, -0.196), (-0.076, -1.044, -0.188), (-0.068, -1.04, -0.2), (-0.076, -1.036, -0.196), (-0.072, -1.044, -0.176), (-0.08, -1.032, -0.196), (-0.08, -1.032, -0.188), (-0.084, -1.048, -0.192), (-0.08, -1.032, -0.196), (-0.08, -1.028, -0.2), (-0.08, -1.032, -0.192), (-0.072, -1.032, -0.2), (-0.072, -1.036, -0.2), (-0.088, -1.032, -0.2), (-0.076, -1.028, -0.2)]",1
"[(-0.072, -1.04, -0.196), (-0.076, -1.036, -0.204), (-0.08, -1.036, -0.2), (-0.076, -1.028, -0.2), (-0.072, -1.032, -0.196), (-0.08, -1.036, -0.204), (-0.084, -1.036, -0.204), (-0.08, -1.04, -0.192), (-0.076, -1.032, -0.192), (-0.08, -1.032, -0.204), (-0.08, -1.036, -0.192), (-0.072, -1.036, -0.2), (-0.076, -1.032, -0.192), (-0.084, -1.036, -0.188), (-0.076, -1.036, -0.18), (0.964, -0.696, -0.136), (0.032, -1.116, -0.176), (-0.124, -1.112, -0.3), (-0.164, -0.88, -0.092), (-0.088, -1.08, -0.204), (0.036, -1.124, -0.252), (-0.048, -0.964, -0.072), (-0.148, -1.068, -0.272), (-0.116, -1.044, -0.24), (-0.052, -0.98, -0.128), (-0.06, -1.06, -0.22), (-0.072, -1.056, -0.224), (-0.088, -0.992, -0.14), (-0.072, -1.076, -0.224), (-0.088, -1.016, -0.184), (-0.076, -1.032, -0.18), (-0.064, -1.052, -0.212), (-0.068, -1.008, -0.156), (-0.084, -1.044, -0.22), (-0.088, -1.02, -0.188), (-0.08, -1.04, -0.2), (-0.06, -1.044, -0.2), (-0.06, -1.024, -0.192), (-0.076, -1.048, -0.204), (-0.088, -1.028, -0.192), (-0.076, -1.044, -0.208), (-0.076, -1.028, -0.2), (-0.068, -1.036, -0.196), (-0.076, -1.032, -0.192), (-0.084, -1.028, -0.204), (-0.072, -1.028, -0.208), (-0.08, -1.032, -0.2), (-0.076, -1.04, -0.208), (-0.072, -1.032, -0.2), (-0.076, -1.04, -0.2), (-0.08, -1.036, -0.2), (-0.076, -1.028, -0.2), (-0.076, -1.028, -0.204), (-0.072, -1.032, -0.2), (-0.076, -1.04, -0.192), (-0.08, -1.036, -0.196), (-0.08, -1.032, -0.196), (-0.072, -1.036, -0.196), (-0.08, -1.032, -0.192), (-0.068, -1.032, -0.196), (-0.076, -1.028, -0.196), (-0.072, -1.04, -0.196), (-0.072, -1.028, -0.2), (-0.084, -1.032, -0.2), (-0.072, -1.032, -0.2)]",1
"[(-0.08, -1.036, -0.204), (-0.08, -1.028, -0.208), (-0.08, -1.032, -0.188), (-0.072, -1.028, -0.188), (-0.076, -1.04, -0.192), (-0.084, -1.036, -0.2), (-0.076, -1.032, -0.192), (-0.068, -1.036, -0.196), (-0.076, -1.04, -0.2), (-0.076, -1.032, -0.208), (-0.076, -1.028, -0.184), (-0.072, -1.036, -0.2), (-0.088, -1.036, -0.204), (-0.084, -1.032, -0.192), (-0.08, -1.032, -0.192), (-0.076, -1.028, -0.204), (-0.34, -1.596, -0.852), (0.108, -1.54, -0.612), (-0.116, -0.976, -0.108), (0.188, -0.896, 0.124), (-0.256, -1.004, -0.332), (-0.124, -1.056, -0.352), (-0.008, -1.116, -0.128), (0.068, -0.932, -0.044), (-0.272, -1.016, -0.344), (-0.192, -1.06, -0.324), (0.036, -0.984, -0.056), (-0.044, -1.052, -0.196), (-0.092, -1.088, -0.268), (-0.112, -0.976, -0.132), (-0.12, -1.052, -0.244), (-0.032, -1.076, -0.22), (-0.048, -1.0, -0.136), (-0.124, -1.048, -0.236), (-0.108, -1.044, -0.228), (-0.056, -1.012, -0.152), (-0.052, -1.064, -0.22), (-0.068, -1.02, -0.168), (-0.092, -1.044, -0.208), (-0.084, -1.052, -0.216), (-0.076, -1.008, -0.168), (-0.064, -1.052, -0.216), (-0.076, -1.02, -0.188), (-0.076, -1.048, -0.208), (-0.08, -1.032, -0.196), (-0.064, -1.028, -0.196), (-0.068, -1.04, -0.208), (-0.084, -1.024, -0.184), (-0.084, -1.036, -0.208), (-0.076, -1.036, -0.2), (-0.08, -1.036, -0.192), (-0.076, -1.036, -0.196), (-0.08, -1.032, -0.196), (-0.068, -1.04, -0.196), (-0.076, -1.028, -0.196), (-0.08, -1.032, -0.204), (-0.084, -1.028, -0.196), (-0.076, -1.036, -0.196), (-0.076, -1.036, -0.2), (-0.08, -1.032, -0.204), (-0.08, -1.04, -0.192), (-0.08, -1.04, -0.192), (-0.072, -1.04, -0.2), (-0.08, -1.036, -0.196), (-0.076, -1.032, -0.204), (-0.08, -1.036, -0.196), (-0.076, -1.036, -0.204), (-0.08, -1.04, -0.192), (-0.076, -1.036, -0.196), (-0.084, -1.032, -0.204), (-0.072, -1.028, -0.216), (-0.08, -1.036, -0.2), (-0.072, -1.032, -0.196)]",0
"[(-0.076, -1.036, -0.208), (-0.076, -1.036, -0.2), (-0.068, -1.024, -0.212), (-0.072, -1.032, -0.204), (-0.068, -1.04, -0.196), (-0.072, -1.032, -0.196), (-0.076, -1.032, -0.196), (-0.076, -1.044, -0.196), (-0.076, -1.036, -0.196), (-0.08, -1.036, -0.2), (-0.076, -1.032, -0.2), (-0.076, -1.036, -0.196), (-0.084, -1.036, -0.188), (-0.076, -1.032, -0.196), (-0.072, -1.032, -0.196), (-0.076, -1.036, -0.204), (-0.08, -1.04, -0.192), (-0.08, -1.036, -0.2), (-0.076, -1.028, -0.2), (-0.08, -1.036, -0.204), (-0.076, -1.032, -0.196), (-0.076, -1.036, -0.196), (-0.072, -1.036, -0.196), (-0.076, -1.032, -0.2), (-0.076, -1.032, -0.2), (-0.072, -1.036, -0.204), (-0.076, -1.032, -0.208), (-0.068, -1.036, -0.196), (-0.084, -1.032, -0.204), (-0.084, -1.032, -0.196)]",0
"[(-0.08, -1.028, -0.204), (-0.076, -1.028, -0.196), (-0.072, -1.036, -0.2), (-0.068, -1.044, -0.192), (-0.088, -1.04, -0.192), (-0.08, -1.032, -0.196), (-0.076, -1.036, -0.196), (-0.076, -1.032, -0.2), (-0.068, -1.036, -0.196), (-0.072, -1.036, -0.2), (-0.068, -1.032, -0.2), (-0.068, -1.036, -0.196), (-0.076, -1.032, -0.2), (-0.076, -1.032, -0.196), (-0.08, -1.04, -0.196), (-0.072, -1.036, -0.204), (-0.084, -1.036, -0.208), (-0.084, -1.04, -0.204), (-0.08, -1.032, -0.2), (-0.08, -1.032, -0.196), (-0.08, -1.032, -0.2), (-0.076, -1.04, -0.2), (-0.08, -1.036, -0.2), (-0.076, -1.032, -0.196), (-0.08, -1.04, -0.204), (-0.08, -1.028, -0.204), (-0.08, -1.036, -0.2), (-0.084, -1.036, -0.2), (-0.084, -1.04, -0.2), (-0.08, -1.036, -0.204)]",0
"[(-0.08, -1.036, -0.2), (-0.068, -1.036, -0.2), (-0.08, -1.028, -0.192), (-0.072, -1.032, -0.196), (-0.084, -1.028, -0.208), (-0.072, -1.036, -0.196), (-0.084, -1.032, -0.188), (-0.072, -1.032, -0.196), (-0.072, -1.036, -0.204), (-0.076, -1.024, -0.212), (-0.08, -1.036, -0.196), (-0.08, -1.036, -0.2), (-0.072, -1.032, -0.204), (-0.08, -1.024, -0.224), (-0.08, -1.032, -0.196), (-0.08, -1.036, -0.192), (-0.072, -1.032, -0.2), (-0.076, -1.036, -0.212), (-0.076, -1.032, -0.212), (-0.076, -1.036, -0.204), (-0.076, -1.032, -0.192), (-0.076, -1.028, -0.2), (-0.076, -1.032, -0.204), (-0.072, -1.02, -0.2), (-0.072, -1.032, -0.204), (-0.076, -1.032, -0.196), (-0.076, -1.04, -0.204), (-0.084, -1.032, -0.196), (-0.068, -1.032, -0.196), (-0.076, -1.036, -0.204)]",0
"[(-0.076, -1.032, -0.2), (-0.08, -1.036, -0.204), (-0.08, -1.032, -0.2), (-0.072, -1.036, -0.192), (-0.076, -1.032, -0.196), (-0.072, -1.04, -0.2), (-0.072, -1.032, -0.196), (-0.076, -1.036, -0.204), (-0.084, -1.032, -0.2), (-0.072, -1.036, -0.2), (-0.076, -1.032, -0.204), (-0.068, -1.036, -0.2), (-0.072, -1.028, -0.204), (-0.076, -1.032, -0.208), (-0.076, -1.036, -0.188), (-0.068, -1.04, -0.188), (-0.08, -1.036, -0.204), (-0.076, -1.04, -0.2), (-0.076, -1.032, -0.2), (-0.076, -1.036, -0.196), (-0.076, -1.036, -0.2), (-0.076, -1.036, -0.204), (-0.076, -1.04, -0.188), (-0.072, -1.052, -0.188), (-0.08, -1.032, -0.204), (-0.076, -1.032, -0.192), (-0.076, -1.032, -0.2), (-0.076, -1.036, -0.196), (-0.076, -1.036, -0.192), (-0.08, -1.028, -0.2)]",0
"[(-0.072, -1.036, -0.2), (-0.068, -1.044, -0.204), (-0.076, -1.036, -0.204), (-0.072, -1.036, -0.192), (-0.076, -1.04, -0.192), (-0.06, -1.04, -0.2), (-0.08, -1.032, -0.192), (-0.076, -1.032, -0.196), (-0.08, -1.036, -0.2), (-0.076, -1.028, -0.196), (-0.08, -1.032, -0.192), (-0.076, -1.036, -0.2), (-0.08, -1.032, -0.196), (-0.08, -1.036, -0.196), (-0.08, -1.032, -0.184), (-0.068, -1.032, -0.196), (-0.076, -1.036, -0.192), (-0.076, -1.028, -0.192), (-0.076, -1.032, -0.204), (-0.08, -1.032, -0.192), (-0.072, -1.032, -0.196), (-0.076, -1.04, -0.192), (-0.076, -1.028, -0.208), (-0.076, -1.036, -0.2), (-0.08, -1.032, -0.196), (-0.08, -1.032, -0.196), (-0.072, -1.032, -0.196), (-0.08, -1.04, -0.204), (-0.076, -1.036, -0.192), (-0.084, -1.04, -0.204)]",0
